filename,description,rod_length,big_end_diameter,small_end_diameter,shaft_thickness,rod_thickness,shaft_length,shaft_diameter,cam_major_diameter,cam_minor_diameter,cam_thickness,journal_diameter,journal_thickness,num_cams,component_type,throw_count,web_thickness,counterweight_radius,cylinder_count,head_length,port_diameter,valve_diameter,length,width,height,oil_pan_depth,bearing_diameter,flange_thickness,valve_type,stem_length,stem_diameter,head_diameter,head_thickness,filleted
cylinder_head_3_cylinder_head_with_small_ports_small_valves.stl,cylinder head with small ports small valves,,,,,,,,,,,,,,cylinder_head,,,,4,400,20,25,,,,,,,,,,,,
cylinder_head_4_long_cylinder_head_with_few_cylinders_large_ports.stl,long cylinder head with few cylinders large ports,,,,,,,,,,,,,,cylinder_head,,,,2,500,30,35,,,,,,,,,,,,
cylinder_head_5_short_cylinder_head_with_many_cylinders_small_ports.stl,short cylinder head with many cylinders small ports,,,,,,,,,,,,,,cylinder_head,,,,6,360,20,30,,,,,,,,,,,,
cylinder_head_6_long_cylinder_head_with_large_valves.stl,long cylinder head with large valves,,,,,,,,,,,,,,cylinder_head,,,,4,500,25,35,,,,,,,,,,,,
cylinder_head_7_short_cylinder_head_with_small_valves.stl,short cylinder head with small valves,,,,,,,,,,,,,,cylinder_head,,,,4,300,25,30,,,,,,,,,,,,
cylinder_head_8_cylinder_head_with_many_cylinders_large_ports.stl,cylinder head with many cylinders large ports,,,,,,,,,,,,,,cylinder_head,,,,6,400,30,35,,,,,,,,,,,,
cylinder_head_9_cylinder_head_with_few_cylinders_small_ports.stl,cylinder head with few cylinders small ports,,,,,,,,,,,,,,cylinder_head,,,,2,400,20,30,,,,,,,,,,,,
cylinder_head_10_long_cylinder_head_with_many_cylinders_large_valves.stl,long cylinder head with many cylinders large valves,,,,,,,,,,,,,,cylinder_head,,,,6,500,25,35,,,,,,,,,,,,
cylinder_head_11_short_cylinder_head_with_few_cylinders_small_valves.stl,short cylinder head with few cylinders small valves,,,,,,,,,,,,,,cylinder_head,,,,2,300,25,30,,,,,,,,,,,,
cylinder_head_12_long_cylinder_head_with_large_ports_small_valves.stl,long cylinder head with large ports small valves,,,,,,,,,,,,,,cylinder_head,,,,4,500,30,35,,,,,,,,,,,,
cylinder_head_13_short_cylinder_head_with_small_ports_large_valves.stl,short cylinder head with small ports large valves,,,,,,,,,,,,,,cylinder_head,,,,4,300,20,35,,,,,,,,,,,,
cylinder_head_14_cylinder_head_with_many_cylinders_large_valves.stl,cylinder head with many cylinders large valves,,,,,,,,,,,,,,cylinder_head,,,,6,400,25,35,,,,,,,,,,,,
cylinder_head_15_cylinder_head_with_few_cylinders_small_valves.stl,cylinder head with few cylinders small valves,,,,,,,,,,,,,,cylinder_head,,,,2,400,25,30,,,,,,,,,,,,
cylinder_head_16_long_cylinder_head_with_small_ports_many_cylinders.stl,long cylinder head with small ports many cylinders,,,,,,,,,,,,,,cylinder_head,,,,6,500,20,30,,,,,,,,,,,,
cylinder_head_17_short_cylinder_head_with_large_ports_few_cylinders.stl,short cylinder head with large ports few cylinders,,,,,,,,,,,,,,cylinder_head,,,,2,300,30,35,,,,,,,,,,,,
cylinder_head_18_long_cylinder_head_with_large_ports_large_valves.stl,long cylinder head with large ports large valves,,,,,,,,,,,,,,cylinder_head,,,,4,500,30,35,,,,,,,,,,,,
cylinder_head_19_short_cylinder_head_with_small_ports_small_valves.stl,short cylinder head with small ports small valves,,,,,,,,,,,,,,cylinder_head,,,,4,300,20,25,,,,,,,,,,,,
cylinder_head_20_long_cylinder_head_with_many_cylinders_small_ports.stl,long cylinder head with many cylinders small ports,,,,,,,,,,,,,,cylinder_head,,,,6,500,20,30,,,,,,,,,,,,
cylinder_head_21_short_cylinder_head_with_few_cylinders_large_ports.stl,short cylinder head with few cylinders large ports,,,,,,,,,,,,,,cylinder_head,,,,2,300,30,35,,,,,,,,,,,,
cylinder_head_22_cylinder_head_with_large_ports_many_cylinders_large_valves.stl,cylinder head with large ports many cylinders large valves,,,,,,,,,,,,,,cylinder_head,,,,6,400,30,35,,,,,,,,,,,,
cylinder_head_23_cylinder_head_with_small_ports_few_cylinders_small_valves.stl,cylinder head with small ports few cylinders small valves,,,,,,,,,,,,,,cylinder_head,,,,2,400,20,25,,,,,,,,,,,,
cylinder_head_24_long_cylinder_head_with_few_cylinders_large_valves.stl,long cylinder head with few cylinders large valves,,,,,,,,,,,,,,cylinder_head,,,,2,500,25,35,,,,,,,,,,,,
cylinder_head_25_short_cylinder_head_with_many_cylinders_small_valves.stl,short cylinder head with many cylinders small valves,,,,,,,,,,,,,,cylinder_head,,,,6,330,25,30,,,,,,,,,,,,
cylinder_head_26_long_cylinder_head_with_many_cylinders_large_ports_large_valves.stl,long cylinder head with many cylinders large ports large valves,,,,,,,,,,,,,,cylinder_head,,,,6,500,30,35,,,,,,,,,,,,
cylinder_head_27_short_cylinder_head_with_few_cylinders_small_ports_small_valves.stl,short cylinder head with few cylinders small ports small valves,,,,,,,,,,,,,,cylinder_head,,,,2,300,20,25,,,,,,,,,,,,
cylinder_head_28_long_cylinder_head_with_many_cylinders_large_valves.stl,long cylinder head with many cylinders large valves,,,,,,,,,,,,,,cylinder_head,,,,6,500,25,35,,,,,,,,,,,,
cylinder_head_29_short_cylinder_head_with_few_cylinders_small_valves.stl,short cylinder head with few cylinders small valves,,,,,,,,,,,,,,cylinder_head,,,,2,300,25,30,,,,,,,,,,,,
cylinder_head_30_long_cylinder_head_with_small_ports_large_valves.stl,long cylinder head with small ports large valves,,,,,,,,,,,,,,cylinder_head,,,,4,500,20,35,,,,,,,,,,,,
cylinder_head_31_short_cylinder_head_with_large_ports_small_valves.stl,short cylinder head with large ports small valves,,,,,,,,,,,,,,cylinder_head,,,,4,300,30,35,,,,,,,,,,,,
cylinder_head_32_long_cylinder_head_with_large_ports_many_cylinders.stl,long cylinder head with large ports many cylinders,,,,,,,,,,,,,,cylinder_head,,,,6,500,30,35,,,,,,,,,,,,
cylinder_head_33_short_cylinder_head_with_small_ports_few_cylinders.stl,short cylinder head with small ports few cylinders,,,,,,,,,,,,,,cylinder_head,,,,2,300,20,30,,,,,,,,,,,,
cylinder_head_34_long_cylinder_head_with_many_cylinders_large_ports_large_valves.stl,long cylinder head with many cylinders large ports large valves,,,,,,,,,,,,,,cylinder_head,,,,6,500,30,35,,,,,,,,,,,,
cylinder_head_35_short_cylinder_head_with_few_cylinders_small_ports_small_valves.stl,short cylinder head with few cylinders small ports small valves,,,,,,,,,,,,,,cylinder_head,,,,2,300,20,25,,,,,,,,,,,,
cylinder_head_36_long_cylinder_head_with_small_ports_large_valves.stl,long cylinder head with small ports large valves,,,,,,,,,,,,,,cylinder_head,,,,4,500,20,35,,,,,,,,,,,,
cylinder_head_37_short_cylinder_head_with_large_ports_small_valves.stl,short cylinder head with large ports small valves,,,,,,,,,,,,,,cylinder_head,,,,4,300,30,35,,,,,,,,,,,,
cylinder_head_38_long_cylinder_head_with_few_cylinders_large_ports_large_valves.stl,long cylinder head with few cylinders large ports large valves,,,,,,,,,,,,,,cylinder_head,,,,2,500,30,35,,,,,,,,,,,,
cylinder_head_39_short_cylinder_head_with_many_cylinders_small_ports_small_valves.stl,short cylinder head with many cylinders small ports small valves,,,,,,,,,,,,,,cylinder_head,,,,6,330,20,25,,,,,,,,,,,,
cylinder_head_40_long_cylinder_head_with_many_cylinders_large_ports_small_valves.stl,long cylinder head with many cylinders large ports small valves,,,,,,,,,,,,,,cylinder_head,,,,6,500,30,35,,,,,,,,,,,,
cylinder_head_41_short_cylinder_head_with_few_cylinders_small_ports_large_valves.stl,short cylinder head with few cylinders small ports large valves,,,,,,,,,,,,,,cylinder_head,,,,2,300,20,35,,,,,,,,,,,,
cylinder_head_42_long_cylinder_head_with_large_valves_many_cylinders.stl,long cylinder head with large valves many cylinders,,,,,,,,,,,,,,cylinder_head,,,,6,500,25,35,,,,,,,,,,,,
cylinder_head_43_short_cylinder_head_with_small_valves_few_cylinders.stl,short cylinder head with small valves few cylinders,,,,,,,,,,,,,,cylinder_head,,,,2,300,25,30,,,,,,,,,,,,
cylinder_head_44_long_cylinder_head_with_large_ports_large_valves_many_cylinders.stl,long cylinder head with large ports large valves many cylinders,,,,,,,,,,,,,,cylinder_head,,,,6,500,30,35,,,,,,,,,,,,
cylinder_head_45_short_cylinder_head_with_small_ports_small_valves_few_cylinders.stl,short cylinder head with small ports small valves few cylinders,,,,,,,,,,,,,,cylinder_head,,,,2,300,20,25,,,,,,,,,,,,
cylinder_head_46_long_cylinder_head_with_many_cylinders_small_ports_large_valves.stl,long cylinder head with many cylinders small ports large valves,,,,,,,,,,,,,,cylinder_head,,,,6,500,20,35,,,,,,,,,,,,
cylinder_head_47_short_cylinder_head_with_few_cylinders_large_ports_small_valves.stl,short cylinder head with few cylinders large ports small valves,,,,,,,,,,,,,,cylinder_head,,,,2,300,30,35,,,,,,,,,,,,
cylinder_head_48_long_cylinder_head_with_many_cylinders_large_ports.stl,long cylinder head with many cylinders large ports,,,,,,,,,,,,,,cylinder_head,,,,6,500,30,35,,,,,,,,,,,,
cylinder_head_49_short_cylinder_head_with_few_cylinders_small_ports.stl,short cylinder head with few cylinders small ports,,,,,,,,,,,,,,cylinder_head,,,,2,300,20,30,,,,,,,,,,,,
crankcase_0_long_crankcase_with_many_cylinders_wide_tall_deep_oil_pan_large_bearings_thick_flanges_high_cooling.stl,long crankcase with many cylinders wide tall deep oil pan large bearings thick flanges high cooling,,,,,,,,,,,,,,crankcase,,,,6,,,,600,350,250,120,60,20,,,,,,
crankcase_1_short_crankcase_with_few_cylinders_narrow_short_height_shallow_oil_pan_small_bearings_thin_flanges.stl,short crankcase with few cylinders narrow short height shallow oil pan small bearings thin flanges,,,,,,,,,,,,,,crankcase,,,,2,,,,400,250,150,80,40,10,,,,,,
crankcase_2_crankcase_with_large_bearings_thick_flanges_high_cooling.stl,crankcase with large bearings thick flanges high cooling,,,,,,,,,,,,,,crankcase,,,,4,,,,500,300,200,100,60,20,,,,,,
crankcase_3_crankcase_with_small_bearings_thin_flanges.stl,crankcase with small bearings thin flanges,,,,,,,,,,,,,,crankcase,,,,4,,,,500,300,200,100,40,10,,,,,,
crankcase_4_long_crankcase_with_few_cylinders_wide_deep_oil_pan.stl,long crankcase with few cylinders wide deep oil pan,,,,,,,,,,,,,,crankcase,,,,2,,,,600,350,200,120,50,15,,,,,,
crankcase_5_short_crankcase_with_many_cylinders_narrow_shallow_oil_pan.stl,short crankcase with many cylinders narrow shallow oil pan,,,,,,,,,,,,,,crankcase,,,,6,,,,520,250,200,80,50,15,,,,,,
crankcase_6_tall_crankcase_with_large_bearings.stl,tall crankcase with large bearings,,,,,,,,,,,,,,crankcase,,,,4,,,,500,300,250,100,60,15,,,,,,
crankcase_7_short_height_crankcase_with_small_bearings.stl,short height crankcase with small bearings,,,,,,,,,,,,,,crankcase,,,,4,,,,400,300,150,100,40,15,,,,,,
crankcase_8_crankcase_with_many_cylinders_wide_high_cooling.stl,crankcase with many cylinders wide high cooling,,,,,,,,,,,,,,crankcase,,,,6,,,,520,350,200,100,50,15,,,,,,
crankcase_9_crankcase_with_few_cylinders_narrow.stl,crankcase with few cylinders narrow,,,,,,,,,,,,,,crankcase,,,,2,,,,500,250,200,100,50,15,,,,,,
crankcase_10_long_crankcase_with_many_cylinders_thick_flanges.stl,long crankcase with many cylinders thick flanges,,,,,,,,,,,,,,crankcase,,,,6,,,,600,300,200,100,50,20,,,,,,
crankcase_11_short_crankcase_with_few_cylinders_thin_flanges.stl,short crankcase with few cylinders thin flanges,,,,,,,,,,,,,,crankcase,,,,2,,,,400,300,200,100,50,10,,,,,,
crankcase_12_long_crankcase_with_deep_oil_pan_large_bearings.stl,long crankcase with deep oil pan large bearings,,,,,,,,,,,,,,crankcase,,,,4,,,,600,300,200,120,60,15,,,,,,
crankcase_13_short_crankcase_with_shallow_oil_pan_small_bearings.stl,short crankcase with shallow oil pan small bearings,,,,,,,,,,,,,,crankcase,,,,4,,,,400,300,200,80,40,15,,,,,,
crankcase_14_crankcase_with_many_cylinders_tall_high_cooling.stl,crankcase with many cylinders tall high cooling,,,,,,,,,,,,,,crankcase,,,,6,,,,520,300,250,100,50,15,,,,,,
crankcase_15_crankcase_with_few_cylinders_short_height.stl,crankcase with few cylinders short height,,,,,,,,,,,,,,crankcase,,,,2,,,,400,300,150,100,50,15,,,,,,
crankcase_16_long_crankcase_with_narrow_many_cylinders.stl,long crankcase with narrow many cylinders,,,,,,,,,,,,,,crankcase,,,,6,,,,600,250,200,100,50,15,,,,,,
crankcase_17_short_crankcase_with_wide_few_cylinders.stl,short crankcase with wide few cylinders,,,,,,,,,,,,,,crankcase,,,,2,,,,400,350,200,100,50,15,,,,,,
crankcase_18_long_crankcase_with_wide_tall_deep_oil_pan.stl,long crankcase with wide tall deep oil pan,,,,,,,,,,,,,,crankcase,,,,4,,,,600,350,250,120,50,15,,,,,,
crankcase_19_short_crankcase_with_narrow_short_height_shallow_oil_pan.stl,short crankcase with narrow short height shallow oil pan,,,,,,,,,,,,,,crankcase,,,,4,,,,400,250,150,80,50,15,,,,,,
crankcase_20_long_crankcase_with_many_cylinders_shallow_oil_pan.stl,long crankcase with many cylinders shallow oil pan,,,,,,,,,,,,,,crankcase,,,,6,,,,600,300,200,80,50,15,,,,,,
crankcase_21_short_crankcase_with_few_cylinders_deep_oil_pan.stl,short crankcase with few cylinders deep oil pan,,,,,,,,,,,,,,crankcase,,,,2,,,,400,300,200,120,50,15,,,,,,
crankcase_22_crankcase_with_wide_many_cylinders_large_bearings_high_cooling.stl,crankcase with wide many cylinders large bearings high cooling,,,,,,,,,,,,,,crankcase,,,,6,,,,580,350,200,100,60,15,,,,,,
crankcase_23_crankcase_with_narrow_few_cylinders_small_bearings.stl,crankcase with narrow few cylinders small bearings,,,,,,,,,,,,,,crankcase,,,,2,,,,500,250,200,100,40,15,,,,,,
crankcase_24_long_crankcase_with_few_cylinders_thick_flanges.stl,long crankcase with few cylinders thick flanges,,,,,,,,,,,,,,crankcase,,,,2,,,,600,300,200,100,50,20,,,,,,
crankcase_25_short_crankcase_with_many_cylinders_thin_flanges.stl,short crankcase with many cylinders thin flanges,,,,,,,,,,,,,,crankcase,,,,6,,,,520,300,200,100,50,10,,,,,,
crankcase_26_long_crankcase_with_many_cylinders_wide_tall_large_bearings_high_cooling.stl,long crankcase with many cylinders wide tall large bearings high cooling,,,,,,,,,,,,,,crankcase,,,,6,,,,600,350,250,100,60,15,,,,,,
crankcase_27_short_crankcase_with_few_cylinders_narrow_short_height_small_bearings.stl,short crankcase with few cylinders narrow short height small bearings,,,,,,,,,,,,,,crankcase,,,,2,,,,400,250,150,100,40,15,,,,,,
crankcase_28_tall_crankcase_with_many_cylinders_high_cooling.stl,tall crankcase with many cylinders high cooling,,,,,,,,,,,,,,crankcase,,,,6,,,,520,300,250,100,50,15,,,,,,
crankcase_29_short_height_crankcase_with_few_cylinders.stl,short height crankcase with few cylinders,,,,,,,,,,,,,,crankcase,,,,2,,,,400,300,150,100,50,15,,,,,,
crankcase_30_long_crankcase_with_shallow_oil_pan_thick_flanges.stl,long crankcase with shallow oil pan thick flanges,,,,,,,,,,,,,,crankcase,,,,4,,,,600,300,200,80,50,20,,,,,,
crankcase_31_short_crankcase_with_deep_oil_pan_thin_flanges.stl,short crankcase with deep oil pan thin flanges,,,,,,,,,,,,,,crankcase,,,,4,,,,400,300,200,120,50,10,,,,,,
crankcase_32_long_crankcase_with_wide_many_cylinders.stl,long crankcase with wide many cylinders,,,,,,,,,,,,,,crankcase,,,,6,,,,600,350,200,100,50,15,,,,,,
crankcase_33_short_crankcase_with_narrow_few_cylinders.stl,short crankcase with narrow few cylinders,,,,,,,,,,,,,,crankcase,,,,2,,,,400,250,200,100,50,15,,,,,,
crankcase_34_long_crankcase_with_many_cylinders_wide_tall_deep_oil_pan_high_cooling.stl,long crankcase with many cylinders wide tall deep oil pan high cooling,,,,,,,,,,,,,,crankcase,,,,6,,,,600,350,250,120,50,15,,,,,,
crankcase_35_short_crankcase_with_few_cylinders_narrow_short_height_shallow_oil_pan.stl,short crankcase with few cylinders narrow short height shallow oil pan,,,,,,,,,,,,,,crankcase,,,,2,,,,400,250,150,80,50,15,,,,,,
crankcase_36_long_crankcase_with_shallow_oil_pan_large_bearings.stl,long crankcase with shallow oil pan large bearings,,,,,,,,,,,,,,crankcase,,,,4,,,,600,300,200,80,60,15,,,,,,
crankcase_37_short_crankcase_with_deep_oil_pan_small_bearings.stl,short crankcase with deep oil pan small bearings,,,,,,,,,,,,,,crankcase,,,,4,,,,400,300,200,120,40,15,,,,,,
crankcase_38_long_crankcase_with_few_cylinders_wide_tall_high_cooling.stl,long crankcase with few cylinders wide tall high cooling,,,,,,,,,,,,,,crankcase,,,,2,,,,600,350,250,100,50,15,,,,,,
crankcase_39_short_crankcase_with_many_cylinders_narrow_short_height.stl,short crankcase with many cylinders narrow short height,,,,,,,,,,,,,,crankcase,,,,6,,,,520,250,150,100,50,15,,,,,,
crankcase_40_long_crankcase_with_many_cylinders_wide_deep_oil_pan.stl,long crankcase with many cylinders wide deep oil pan,,,,,,,,,,,,,,crankcase,,,,6,,,,600,350,200,120,50,15,,,,,,
crankcase_41_short_crankcase_with_few_cylinders_narrow_shallow_oil_pan.stl,short crankcase with few cylinders narrow shallow oil pan,,,,,,,,,,,,,,crankcase,,,,2,,,,400,250,200,80,50,15,,,,,,
crankcase_42_tall_crankcase_with_large_bearings_many_cylinders.stl,tall crankcase with large bearings many cylinders,,,,,,,,,,,,,,crankcase,,,,6,,,,580,300,250,100,60,15,,,,,,
crankcase_43_short_height_crankcase_with_small_bearings_few_cylinders.stl,short height crankcase with small bearings few cylinders,,,,,,,,,,,,,,crankcase,,,,2,,,,400,300,150,100,40,15,,,,,,
crankcase_44_long_crankcase_with_wide_tall_large_bearings_high_cooling.stl,long crankcase with wide tall large bearings high cooling,,,,,,,,,,,,,,crankcase,,,,4,,,,600,350,250,100,60,15,,,,,,
crankcase_45_short_crankcase_with_narrow_short_height_small_bearings.stl,short crankcase with narrow short height small bearings,,,,,,,,,,,,,,crankcase,,,,4,,,,400,250,150,100,40,15,,,,,,
crankcase_46_long_crankcase_with_many_cylinders_shallow_oil_pan_thick_flanges.stl,long crankcase with many cylinders shallow oil pan thick flanges,,,,,,,,,,,,,,crankcase,,,,6,,,,600,300,200,80,50,20,,,,,,
crankcase_47_short_crankcase_with_few_cylinders_deep_oil_pan_thin_flanges.stl,short crankcase with few cylinders deep oil pan thin flanges,,,,,,,,,,,,,,crankcase,,,,2,,,,400,300,200,120,50,10,,,,,,
crankcase_48_long_crankcase_with_many_cylinders_wide_high_cooling.stl,long crankcase with many cylinders wide high cooling,,,,,,,,,,,,,,crankcase,,,,6,,,,600,350,200,100,50,15,,,,,,
crankcase_49_short_crankcase_with_few_cylinders_narrow.stl,short crankcase with few cylinders narrow,,,,,,,,,,,,,,crankcase,,,,2,,,,400,250,200,100,50,15,,,,,,
engine_valve_0_intake_valve_with_long_stem_large_head_thick_stem_filleted.stl,intake valve with long stem large head thick stem filleted,,,,,,,,,,,,,,engine_valve,,,,,,,,,,,,,,intake,120,8,35,4,TRUE
engine_valve_1_exhaust_valve_with_short_stem_small_head_thin_stem.stl,exhaust valve with short stem small head thin stem,,,,,,,,,,,,,,engine_valve,,,,,,,,,,,,,,exhaust,80,5,20,4,FALSE
engine_valve_2_intake_valve_with_large_head_filleted.stl,intake valve with large head filleted,,,,,,,,,,,,,,engine_valve,,,,,,,,,,,,,,intake,100,6,35,4,TRUE
engine_valve_3_exhaust_valve_with_small_head.stl,exhaust valve with small head,,,,,,,,,,,,,,engine_valve,,,,,,,,,,,,,,exhaust,100,6,20,4,FALSE
engine_valve_4_intake_valve_with_long_stem_thick_stem.stl,intake valve with long stem thick stem,,,,,,,,,,,,,,engine_valve,,,,,,,,,,,,,,intake,120,8,30,4,FALSE
engine_valve_5_exhaust_valve_with_short_stem_thin_stem.stl,exhaust valve with short stem thin stem,,,,,,,,,,,,,,engine_valve,,,,,,,,,,,,,,exhaust,80,5,25,4,FALSE
engine_valve_6_intake_valve_with_large_head_thick_stem_filleted.stl,intake valve with large head thick stem filleted,,,,,,,,,,,,,,engine_valve,,,,,,,,,,,,,,intake,100,8,35,4,TRUE
engine_valve_7_exhaust_valve_with_small_head_thin_stem.stl,exhaust valve with small head thin stem,,,,,,,,,,,,,,engine_valve,,,,,,,,,,,,,,exhaust,100,5,20,4,FALSE
engine_valve_8_intake_valve_with_long_stem_large_head.stl,intake valve with long stem large head,,,,,,,,,,,,,,engine_valve,,,,,,,,,,,,,,intake,120,6,35,4,FALSE
engine_valve_9_exhaust_valve_with_short_stem_small_head.stl,exhaust valve with short stem small head,,,,,,,,,,,,,,engine_valve,,,,,,,,,,,,,,exhaust,80,6,20,4,FALSE
engine_valve_10_intake_valve_with_thick_stem_filleted.stl,intake valve with thick stem filleted,,,,,,,,,,,,,,engine_valve,,,,,,,,,,,,,,intake,100,8,30,4,TRUE
engine_valve_11_exhaust_valve_with_thin_stem.stl,exhaust valve with thin stem,,,,,,,,,,,,,,engine_valve,,,,,,,,,,,,,,exhaust,100,5,25,4,FALSE
engine_valve_12_intake_valve_with_long_stem_small_head_filleted.stl,intake valve with long stem small head filleted,,,,,,,,,,,,,,engine_valve,,,,,,,,,,,,,,intake,120,6,25,4,TRUE
engine_valve_13_exhaust_valve_with_short_stem_large_head.stl,exhaust valve with short stem large head,,,,,,,,,,,,,,engine_valve,,,,,,,,,,,,,,exhaust,80,6,30,4,FALSE
engine_valve_14_intake_valve_with_large_head_thin_stem.stl,intake valve with large head thin stem,,,,,,,,,,,,,,engine_valve,,,,,,,,,,,,,,intake,100,5,35,4,FALSE
engine_valve_15_exhaust_valve_with_small_head_thick_stem.stl,exhaust valve with small head thick stem,,,,,,,,,,,,,,engine_valve,,,,,,,,,,,,,,exhaust,100,8,24,4,FALSE
engine_valve_16_intake_valve_with_long_stem_filleted.stl,intake valve with long stem filleted,,,,,,,,,,,,,,engine_valve,,,,,,,,,,,,,,intake,120,6,30,4,TRUE
engine_valve_17_exhaust_valve_with_short_stem.stl,exhaust valve with short stem,,,,,,,,,,,,,,engine_valve,,,,,,,,,,,,,,exhaust,80,6,25,4,FALSE
engine_valve_18_intake_valve_with_large_head_thick_stem.stl,intake valve with large head thick stem,,,,,,,,,,,,,,engine_valve,,,,,,,,,,,,,,intake,100,8,35,4,FALSE
engine_valve_19_exhaust_valve_with_small_head_thin_stem_filleted.stl,exhaust valve with small head thin stem filleted,,,,,,,,,,,,,,engine_valve,,,,,,,,,,,,,,exhaust,100,5,20,4,TRUE
engine_valve_20_intake_valve_with_long_stem_large_head_filleted.stl,intake valve with long stem large head filleted,,,,,,,,,,,,,,engine_valve,,,,,,,,,,,,,,intake,120,6,35,4,TRUE
engine_valve_21_exhaust_valve_with_short_stem_small_head.stl,exhaust valve with short stem small head,,,,,,,,,,,,,,engine_valve,,,,,,,,,,,,,,exhaust,80,6,20,4,FALSE
engine_valve_22_intake_valve_with_thick_stem_large_head.stl,intake valve with thick stem large head,,,,,,,,,,,,,,engine_valve,,,,,,,,,,,,,,intake,100,8,35,4,FALSE
engine_valve_23_exhaust_valve_with_thin_stem_small_head.stl,exhaust valve with thin stem small head,,,,,,,,,,,,,,engine_valve,,,,,,,,,,,,,,exhaust,100,5,20,4,FALSE
engine_valve_24_intake_valve_with_long_stem_thin_stem_filleted.stl,intake valve with long stem thin stem filleted,,,,,,,,,,,,,,engine_valve,,,,,,,,,,,,,,intake,120,5,30,4,TRUE
engine_valve_25_exhaust_valve_with_short_stem_thick_stem.stl,exhaust valve with short stem thick stem,,,,,,,,,,,,,,engine_valve,,,,,,,,,,,,,,exhaust,80,8,25,4,FALSE
engine_valve_26_intake_valve_with_large_head_filleted.stl,intake valve with large head filleted,,,,,,,,,,,,,,engine_valve,,,,,,,,,,,,,,intake,100,6,35,4,TRUE
engine_valve_27_exhaust_valve_with_small_head_thin_stem.stl,exhaust valve with small head thin stem,,,,,,,,,,,,,,engine_valve,,,,,,,,,,,,,,exhaust,100,5,20,4,FALSE
engine_valve_28_intake_valve_with_long_stem_thick_stem_large_head.stl,intake valve with long stem thick stem large head,,,,,,,,,,,,,,engine_valve,,,,,,,,,,,,,,intake,120,8,35,4,FALSE
engine_valve_29_exhaust_valve_with_short_stem_small_head_thin_stem.stl,exhaust valve with short stem small head thin stem,,,,,,,,,,,,,,engine_valve,,,,,,,,,,,,,,exhaust,80,5,20,4,FALSE
engine_valve_30_intake_valve_with_filleted_thick_stem.stl,intake valve with filleted thick stem,,,,,,,,,,,,,,engine_valve,,,,,,,,,,,,,,intake,100,8,30,4,TRUE
engine_valve_31_exhaust_valve_with_thin_stem.stl,exhaust valve with thin stem,,,,,,,,,,,,,,engine_valve,,,,,,,,,,,,,,exhaust,100,5,25,4,FALSE
engine_valve_32_intake_valve_with_long_stem_large_head_thin_stem.stl,intake valve with long stem large head thin stem,,,,,,,,,,,,,,engine_valve,,,,,,,,,,,,,,intake,120,5,35,4,FALSE
engine_valve_33_exhaust_valve_with_short_stem_small_head_thick_stem.stl,exhaust valve with short stem small head thick stem,,,,,,,,,,,,,,engine_valve,,,,,,,,,,,,,,exhaust,80,8,24,4,FALSE
engine_valve_34_intake_valve_with_large_head_thick_stem_filleted.stl,intake valve with large head thick stem filleted,,,,,,,,,,,,,,engine_valve,,,,,,,,,,,,,,intake,100,8,35,4,TRUE
engine_valve_35_exhaust_valve_with_small_head_thin_stem.stl,exhaust valve with small head thin stem,,,,,,,,,,,,,,engine_valve,,,,,,,,,,,,,,exhaust,100,5,20,4,FALSE
engine_valve_36_intake_valve_with_long_stem_small_head.stl,intake valve with long stem small head,,,,,,,,,,,,,,engine_valve,,,,,,,,,,,,,,intake,120,6,25,4,FALSE
engine_valve_37_exhaust_valve_with_short_stem_large_head_filleted.stl,exhaust valve with short stem large head filleted,,,,,,,,,,,,,,engine_valve,,,,,,,,,,,,,,exhaust,80,6,30,4,TRUE
engine_valve_38_intake_valve_with_thick_stem_large_head.stl,intake valve with thick stem large head,,,,,,,,,,,,,,engine_valve,,,,,,,,,,,,,,intake,100,8,35,4,FALSE
engine_valve_39_exhaust_valve_with_thin_stem_small_head_filleted.stl,exhaust valve with thin stem small head filleted,,,,,,,,,,,,,,engine_valve,,,,,,,,,,,,,,exhaust,100,5,20,4,TRUE
engine_valve_40_intake_valve_with_long_stem_thick_stem_filleted.stl,intake valve with long stem thick stem filleted,,,,,,,,,,,,,,engine_valve,,,,,,,,,,,,,,intake,120,8,30,4,TRUE
engine_valve_41_exhaust_valve_with_short_stem_thin_stem.stl,exhaust valve with short stem thin stem,,,,,,,,,,,,,,engine_valve,,,,,,,,,,,,,,exhaust,80,5,25,4,FALSE
engine_valve_42_intake_valve_with_large_head_thin_stem_filleted.stl,intake valve with large head thin stem filleted,,,,,,,,,,,,,,engine_valve,,,,,,,,,,,,,,intake,100,5,35,4,TRUE
engine_valve_43_exhaust_valve_with_small_head_thick_stem.stl,exhaust valve with small head thick stem,,,,,,,,,,,,,,engine_valve,,,,,,,,,,,,,,exhaust,100,8,24,4,FALSE
engine_valve_44_intake_valve_with_long_stem_large_head_thick_stem.stl,intake valve with long stem large head thick stem,,,,,,,,,,,,,,engine_valve,,,,,,,,,,,,,,intake,120,8,35,4,FALSE
engine_valve_45_exhaust_valve_with_short_stem_small_head_thin_stem.stl,exhaust valve with short stem small head thin stem,,,,,,,,,,,,,,engine_valve,,,,,,,,,,,,,,exhaust,80,5,20,4,FALSE
engine_valve_46_intake_valve_with_filleted_large_head.stl,intake valve with filleted large head,,,,,,,,,,,,,,engine_valve,,,,,,,,,,,,,,intake,100,6,35,4,TRUE
